cell_id,lat_center,lng_center,lat_min,lat_max,lng_min,lng_max,point_density,avg_speed,traffic_load
69_57,51.082036508499996,71.40317959749999,51.081991707,51.08208131,71.403108021,71.40325117399999,38,15.570080689673174,0.2384082392927925
69_58,51.082036508499996,71.4033227505,51.081991707,51.08208131,71.40325117399999,71.403394327,69,15.94039226442641,0.42330914700592126
69_59,51.082036508499996,71.4034659035,51.081991707,51.08208131,71.403394327,71.40353748,83,15.881760637526915,0.42470938878223663
69_60,51.082036508499996,71.40360905649999,51.081991707,51.08208131,71.40353748,71.403680633,106,15.762635561025368,0.4016140939752859
69_61,51.082036508499996,71.4037522095,51.081991707,51.08208131,71.403680633,71.403823786,99,15.976916911417645,0.4322788726101998
69_62,51.082036508499996,71.40389536250001,51.081991707,51.08208131,71.403823786,71.403966939,121,15.891034229259647,0.4309720131475377
69_63,51.082036508499996,71.40403851549999,51.081991707,51.08208131,71.403966939,71.404110092,87,15.628841565664006,0.4346014959420663
69_64,51.082036508499996,71.4041816685,51.081991707,51.08208131,71.404110092,71.40425324499999,61,14.718676950318384,0.5032711863473038
69_65,51.082036508499996,71.4043248215,51.081991707,51.08208131,71.40425324499999,71.404396398,35,14.46404645302909,0.3137742151141212
69_131,51.082036508499996,71.41377291949999,51.081991707,51.08208131,71.413701343,71.413844496,75,6.320613905251455,0.9539221341536184
69_188,51.082036508499996,71.42193264049999,51.081991707,51.08208131,71.421861064,71.422004217,136,12.896194820309695,0.7281084797846624
69_189,51.082036508499996,71.4220757935,51.081991707,51.08208131,71.422004217,71.42214737,178,13.566680764934352,0.6112646744060981
69_190,51.082036508499996,71.42221894650001,51.081991707,51.08208131,71.42214737,71.422290523,196,11.262222050036797,0.691979152968027
69_260,51.082036508499996,71.4322396565,51.081991707,51.08208131,71.43216808,71.43231123300001,30,9.06769164618937,0.45709407946319686
69_261,51.082036508499996,71.43238280950001,51.081991707,51.08208131,71.43231123300001,71.432454386,30,8.831283590986887,0.48543156658538567
69_262,51.082036508499996,71.4325259625,51.081991707,51.08208131,71.432454386,71.432597539,40,10.516816494673728,0.41032458898859553
70_34,51.0821261115,71.3998870785,51.08208131,51.082170913,71.399815502,71.39995865499999,203,11.922613241980793,0.6035207283525851
70_35,51.0821261115,71.4000302315,51.08208131,51.082170913,71.39995865499999,71.400101808,526,6.499992593843425,1.0
70_36,51.0821261115,71.4001733845,51.08208131,51.082170913,71.400101808,71.400244961,364,4.2079679145982345,1.0
70_46,51.0821261115,71.4016049145,51.08208131,51.082170913,71.401533338,71.401676491,65,13.121640356668324,0.553967261318364
70_47,51.0821261115,71.4017480675,51.08208131,51.082170913,71.401676491,71.401819644,88,13.770184520389819,0.4971688878899226
70_48,51.0821261115,71.4018912205,51.08208131,51.082170913,71.401819644,71.401962797,109,14.360200511399015,0.45695325790028746
70_49,51.0821261115,71.40203437349999,51.08208131,51.082170913,71.401962797,71.40210594999999,115,15.11094933785878,0.419558171336665
70_50,51.0821261115,71.4021775265,51.08208131,51.082170913,71.40210594999999,71.402249103,98,14.752677430924397,0.5043705104555605
70_51,51.0821261115,71.40232067950001,51.08208131,51.082170913,71.402249103,71.402392256,62,15.001266874744047,0.48172509905700456
70_52,51.0821261115,71.40246383249999,51.08208131,51.082170913,71.402392256,71.402535409,38,15.306277855047933,0.3202572055477786
70_53,51.0821261115,71.4026069855,51.08208131,51.082170913,71.402535409,71.40267856199999,55,13.971509927732171,0.6469781185828989
70_54,51.0821261115,71.4027501385,51.08208131,51.082170913,71.40267856199999,71.402821715,87,14.239773617051663,0.5882780406823607
70_55,51.0821261115,71.40289329149999,51.08208131,51.082170913,71.402821715,71.402964868,104,14.293483653649414,0.620983166795646
70_56,51.0821261115,71.4030364445,51.08208131,51.082170913,71.402964868,71.403108021,122,15.091031624134253,0.460597838117289
70_57,51.0821261115,71.40317959749999,51.08208131,51.082170913,71.403108021,71.40325117399999,127,15.74136909730686,0.4567031182258018
70_58,51.0821261115,71.4033227505,51.08208131,51.082170913,71.40325117399999,71.403394327,105,15.697062770999725,0.46246171337700553
70_59,51.0821261115,71.4034659035,51.08208131,51.082170913,71.403394327,71.40353748,65,15.470257508188102,0.451854910754964
70_60,51.0821261115,71.40360905649999,51.08208131,51.082170913,71.40353748,71.403680633,40,14.822751968872069,0.28594310713764315
70_61,51.0821261115,71.4037522095,51.08208131,51.082170913,71.403680633,71.403823786,30,15.046800749572755,0.29950333829196785
70_131,51.0821261115,71.41377291949999,51.08208131,51.082170913,71.413701343,71.413844496,52,7.2484381666623685,0.8516581271023822
70_188,51.0821261115,71.42193264049999,51.08208131,51.082170913,71.421861064,71.422004217,78,13.184464272553551,0.7183288009090059
70_189,51.0821261115,71.4220757935,51.08208131,51.082170913,71.422004217,71.42214737,151,13.977655427884544,0.5686073253989576
70_190,51.0821261115,71.42221894650001,51.08208131,51.082170913,71.42214737,71.422290523,231,11.082411177105282,0.756404291034213
70_258,51.0821261115,71.43195335050001,51.08208131,51.082170913,71.431881774,71.432024927,41,6.990496456903598,0.5378310485758658
70_259,51.0821261115,71.43209650349999,51.08208131,51.082170913,71.432024927,71.43216808,32,8.172624871696271,0.5745833577729584
71_34,51.082215714499995,71.3998870785,51.082170913,51.082260516,71.399815502,71.39995865499999,90,10.795774760586209,0.7149074334206
71_35,51.082215714499995,71.4000302315,51.082170913,51.082260516,71.39995865499999,71.400101808,384,8.66130689343491,0.9374626513208106
71_36,51.082215714499995,71.4001733845,51.082170913,51.082260516,71.400101808,71.400244961,333,6.531926699516451,0.9955333444712471
71_41,51.082215714499995,71.40088914949999,51.082170913,51.082260516,71.400817573,71.400960726,39,10.803007982860468,0.45475371753743216
71_42,51.082215714499995,71.4010323025,51.082170913,51.082260516,71.400960726,71.40110387899999,70,11.733836110072545,0.5210506354113855
71_43,51.082215714499995,71.4011754555,51.082170913,51.082260516,71.40110387899999,71.401247032,120,12.288716978752136,0.5064647079281952
71_44,51.082215714499995,71.40131860849999,51.082170913,51.082260516,71.401247032,71.401390185,131,11.187895402479095,0.7687595459585057
71_45,51.082215714499995,71.4014617615,51.082170913,51.082260516,71.401390185,71.401533338,130,13.945769022928092,0.4166947916209013
71_46,51.082215714499995,71.4016049145,51.082170913,51.082260516,71.401533338,71.401676491,87,14.231232527872718,0.4478203046704637
71_47,51.082215714499995,71.4017480675,51.082170913,51.082260516,71.401676491,71.401819644,58,13.033057794797832,0.6833078796040475
71_48,51.082215714499995,71.4018912205,51.082170913,51.082260516,71.401819644,71.401962797,76,9.879644707917128,0.8938759831871284
71_49,51.082215714499995,71.40203437349999,51.082170913,51.082260516,71.401962797,71.40210594999999,125,8.671823438280585,0.9609368006220871
71_50,51.082215714499995,71.4021775265,51.082170913,51.082260516,71.40210594999999,71.402249103,112,10.537009119106957,0.8449156875878747
71_51,51.082215714499995,71.40232067950001,51.082170913,51.082260516,71.402249103,71.402392256,148,12.455721186192127,0.7456494472651332
71_52,51.082215714499995,71.40246383249999,51.082170913,51.082260516,71.402392256,71.402535409,151,12.26849167605028,0.7715020996635091
71_53,51.082215714499995,71.4026069855,51.082170913,51.082260516,71.402535409,71.40267856199999,117,14.52526546230777,0.5214479508163804
71_54,51.082215714499995,71.4027501385,51.082170913,51.082260516,71.40267856199999,71.402821715,85,14.899476098453297,0.4691549108847593
71_55,51.082215714499995,71.40289329149999,51.082170913,51.082260516,71.402821715,71.402964868,59,15.30872465885227,0.48506737297511454
71_56,51.082215714499995,71.4030364445,51.082170913,51.082260516,71.402964868,71.403108021,42,14.880264305909929,0.30541253642766264
71_76,51.082215714499995,71.4058995045,51.082170913,51.082260516,71.405827928,71.405971081,46,9.280584173030023,0.40477980980356876
71_131,51.082215714499995,71.41377291949999,51.082170913,51.082260516,71.413701343,71.413844496,43,6.465924021622414,0.6881893314875991
71_188,51.082215714499995,71.42193264049999,51.082170913,51.082260516,71.421861064,71.422004217,35,11.009341566345213,0.6627017017059516
71_189,51.082215714499995,71.4220757935,51.082170913,51.082260516,71.422004217,71.42214737,180,14.529649015419004,0.5356155291167417
71_190,51.082215714499995,71.42221894650001,51.082170913,51.082260516,71.42214737,71.422290523,259,10.95829012753623,0.769959363437797
71_191,51.082215714499995,71.42236209949999,51.082170913,51.082260516,71.422290523,71.422433676,52,9.377377654855625,0.8613801930645137
72_34,51.0823053175,71.3998870785,51.082260516,51.082350119000004,71.399815502,71.39995865499999,38,7.112016056212374,0.6984403984364387
72_35,51.0823053175,71.4000302315,51.082260516,51.082350119000004,71.39995865499999,71.400101808,354,9.59181144831857,0.834647029151
72_36,51.0823053175,71.4001733845,51.082260516,51.082350119000004,71.400101808,71.400244961,282,9.073700266883574,0.8539627889378449
72_37,51.0823053175,71.4003165375,51.082260516,51.082350119000004,71.400244961,71.400388114,173,6.193452482742905,0.8453395128829333
72_38,51.0823053175,71.40045969049999,51.082260516,51.082350119000004,71.400388114,71.40053126699999,135,7.723153625637431,0.7325669553820782
72_39,51.0823053175,71.4006028435,51.082260516,51.082350119000004,71.40053126699999,71.40067442,147,9.543580463000445,0.6572967145697615
72_40,51.0823053175,71.4007459965,51.082260516,51.082350119000004,71.40067442,71.400817573,145,10.687177780447598,0.591766904170383
72_41,51.0823053175,71.40088914949999,51.082260516,51.082350119000004,71.400817573,71.400960726,123,11.476230649559207,0.5030004452012502
72_42,51.0823053175,71.4010323025,51.082260516,51.082350119000004,71.400960726,71.40110387899999,83,11.557653577839577,0.6559258412682014
72_43,51.0823053175,71.4011754555,51.082260516,51.082350119000004,71.40110387899999,71.401247032,108,7.807012577059358,0.9510500739070131
72_44,51.0823053175,71.40131860849999,51.082260516,51.082350119000004,71.401247032,71.401390185,156,5.567557655910123,1.0
72_45,51.0823053175,71.4014617615,51.082260516,51.082350119000004,71.401390185,71.401533338,215,5.010366438444958,1.0
72_46,51.0823053175,71.4016049145,51.082260516,51.082350119000004,71.401533338,71.401676491,223,6.704649570975204,1.0
72_47,51.0823053175,71.4017480675,51.082260516,51.082350119000004,71.401676491,71.401819644,218,8.324182241637414,0.9805574466520375
72_48,51.0823053175,71.4018912205,51.082260516,51.082350119000004,71.401819644,71.401962797,163,9.842700630433997,0.8756972245063004
72_49,51.0823053175,71.40203437349999,51.082260516,51.082350119000004,71.401962797,71.40210594999999,120,13.006986637465161,0.6564074298099492
72_50,51.0823053175,71.4021775265,51.082260516,51.082350119000004,71.40210594999999,71.402249103,82,13.699094956172852,0.5628772917349658
72_51,51.0823053175,71.40232067950001,51.082260516,51.082350119000004,71.402249103,71.402392256,59,13.895159780532063,0.5566177781347696
72_52,51.0823053175,71.40246383249999,51.082260516,51.082350119000004,71.402392256,71.402535409,40,13.371620216624738,0.4385380836218047
72_76,51.0823053175,71.4058995045,51.082260516,51.082350119000004,71.405827928,71.405971081,50,6.675216216053772,0.724864023300759
72_132,51.0823053175,71.4139160725,51.082260516,51.082350119000004,71.413844496,71.41398764899999,50,7.744241629513549,0.565238823241457
72_189,51.0823053175,71.4220757935,51.082260516,51.082350119000004,71.422004217,71.42214737,177,14.614443460020505,0.5055380088387138
72_190,51.0823053175,71.42221894650001,51.082260516,51.082350119000004,71.42214737,71.422290523,219,11.225779483677352,0.7692741158198195
72_191,51.0823053175,71.42236209949999,51.082260516,51.082350119000004,71.422290523,71.422433676,147,8.861038566472686,0.8961728775612938
72_247,51.0823053175,71.43037866750001,51.082260516,51.082350119000004,71.430307091,71.430450244,46,3.8681645571279013,0.9375873264837722
72_248,51.0823053175,71.43052182049999,51.082260516,51.082350119000004,71.430450244,71.430593397,32,6.847528379150759,0.7084139531084028
72_249,51.0823053175,71.4306649735,51.082260516,51.082350119000004,71.430593397,71.43073655,42,7.4363511987223285,0.6735527654157079
73_31,51.08239492050001,71.3994576195,51.082350119000004,51.082439722000004,71.39938604299999,71.399529196,48,5.21129935444501,0.8298806371053986
73_34,51.08239492050001,71.3998870785,51.082350119000004,51.082439722000004,71.399815502,71.39995865499999,90,6.426728120482058,0.9420819685769621
73_35,51.08239492050001,71.4000302315,51.082350119000004,51.082439722000004,71.39995865499999,71.400101808,384,9.197952526364409,0.8673759663065672
73_36,51.08239492050001,71.4001733845,51.082350119000004,51.082439722000004,71.400101808,71.400244961,385,8.925805191234069,0.9074417722877492
73_37,51.08239492050001,71.4003165375,51.082350119000004,51.082439722000004,71.400244961,71.400388114,125,8.268008028601882,0.8096342326028665
73_38,51.08239492050001,71.40045969049999,51.082350119000004,51.082439722000004,71.400388114,71.40053126699999,87,7.707584894506959,0.8075596824494344
73_39,51.08239492050001,71.4006028435,51.082350119000004,51.082439722000004,71.40053126699999,71.40067442,98,5.693440340184851,1.0
73_43,51.08239492050001,71.4011754555,51.082350119000004,51.082439722000004,71.40110387899999,71.401247032,420,4.367411426129054,1.0
73_44,51.08239492050001,71.40131860849999,51.082350119000004,51.082439722000004,71.401247032,71.401390185,260,5.520216526800917,1.0
73_45,51.08239492050001,71.4014617615,51.082350119000004,51.082439722000004,71.401390185,71.401533338,190,8.374431895552473,0.9247310803152069
73_46,51.08239492050001,71.4016049145,51.082350119000004,51.082439722000004,71.401533338,71.401676491,130,9.081881708631524,0.8834247087177782
73_47,51.08239492050001,71.4017480675,51.082350119000004,51.082439722000004,71.401676491,71.401819644,88,9.130654297924043,0.8610818200025971
73_48,51.08239492050001,71.4018912205,51.082350119000004,51.082439722000004,71.401819644,71.401962797,56,8.453049528851398,0.9297362744321138
73_76,51.08239492050001,71.4058995045,51.082350119000004,51.082439722000004,71.405827928,71.405971081,43,8.902647204901228,0.5066809033413409
73_132,51.08239492050001,71.4139160725,51.082350119000004,51.082439722000004,71.413844496,71.41398764899999,61,7.14899107883314,0.8120832674773606
73_189,51.08239492050001,71.4220757935,51.082350119000004,51.082439722000004,71.422004217,71.42214737,133,13.81910309503885,0.5594714200616011
73_190,51.08239492050001,71.42221894650001,51.082350119000004,51.082439722000004,71.42214737,71.422290523,191,11.40323317598745,0.7822369631945512
73_191,51.08239492050001,71.42236209949999,51.082350119000004,51.082439722000004,71.422290523,71.422433676,205,8.912164589735118,0.8914254811463187
73_245,51.08239492050001,71.4300923615,51.082350119000004,51.082439722000004,71.430020785,71.430163938,41,5.226315493936802,0.8674632586161313
74_28,51.0824845235,71.3990281605,51.082439722000004,51.082529325,71.39895658399999,71.399099737,48,8.976774422775478,0.5219820557259474
74_29,51.0824845235,71.3991713135,51.082439722000004,51.082529325,71.399099737,71.39924289,60,8.582584845338822,0.7543035022734947
74_30,51.0824845235,71.39931446649999,51.082439722000004,51.082529325,71.39924289,71.39938604299999,132,6.839607276821412,0.9277328134576117
74_31,51.0824845235,71.3994576195,51.082439722000004,51.082529325,71.39938604299999,71.399529196,157,5.655100044300047,1.0
74_35,51.0824845235,71.4000302315,51.082439722000004,51.082529325,71.39995865499999,71.400101808,249,8.75687675352121,0.9488866792883628
74_36,51.0824845235,71.4001733845,51.082439722000004,51.082529325,71.400101808,71.400244961,553,6.091598647444982,1.0
74_37,51.0824845235,71.4003165375,51.082439722000004,51.082529325,71.400244961,71.400388114,374,4.833915226890651,1.0
74_42,51.0824845235,71.4010323025,51.082439722000004,51.082529325,71.400960726,71.40110387899999,202,5.179139650538614,1.0
74_43,51.0824845235,71.4011754555,51.082439722000004,51.082529325,71.40110387899999,71.401247032,119,5.989161898231171,0.9354236566763283
74_44,51.0824845235,71.40131860849999,51.082439722000004,51.082529325,71.401247032,71.401390185,50,8.5000662201622,0.6229103950547195
74_76,51.0824845235,71.4058995045,51.082439722000004,51.082529325,71.405827928,71.405971081,54,6.403821052125845,0.9528845027559161
74_77,51.0824845235,71.4060426575,51.082439722000004,51.082529325,71.405971081,71.406114234,129,4.7900061057311065,1.0
74_189,51.0824845235,71.4220757935,51.082439722000004,51.082529325,71.422004217,71.42214737,104,13.59332338613987,0.6068075869750755
74_190,51.0824845235,71.42221894650001,51.082439722000004,51.082529325,71.42214737,71.422290523,182,12.4634762219936,0.7043062012647043
74_191,51.0824845235,71.42236209949999,51.082439722000004,51.082529325,71.422290523,71.422433676,312,8.646280058621604,0.892463555766146
74_242,51.0824845235,71.42966290250001,51.082439722000004,51.082529325,71.42959132600001,71.429734479,32,3.958928192117005,0.9477723351039133
75_24,51.082574126500006,71.3984555485,51.082529325,51.082618928,71.39838397199999,71.398527125,38,11.32029852731002,0.3614853589575872
75_25,51.082574126500006,71.39859870149999,51.082529325,51.082618928,71.398527125,71.398670278,70,10.818116799737112,0.5824067379233162
75_26,51.082574126500006,71.3987418545,51.082529325,51.082618928,71.398670278,71.398813431,68,11.088369011071148,0.6016767436535708
75_27,51.082574126500006,71.39888500749998,51.082529325,51.082618928,71.398813431,71.39895658399999,97,9.573642740813186,0.6862861953982689
75_28,51.082574126500006,71.3990281605,51.082529325,51.082618928,71.39895658399999,71.399099737,92,8.639003540926915,0.7493405605059802
75_29,51.082574126500006,71.3991713135,51.082529325,51.082618928,71.399099737,71.39924289,66,7.542089618628612,0.8459292860964858
75_30,51.082574126500006,71.39931446649999,51.082529325,51.082618928,71.39924289,71.39938604299999,62,6.508342146556702,0.9279946746427299
75_33,51.082574126500006,71.39974392549999,51.082529325,51.082618928,71.399672349,71.399815502,35,10.765831144104277,0.4750127060767034
75_34,51.082574126500006,71.3998870785,51.082529325,51.082618928,71.399815502,71.39995865499999,67,10.6848842373959,0.6041849538817068
75_35,51.082574126500006,71.4000302315,51.082529325,51.082618928,71.39995865499999,71.400101808,177,10.35845573075149,0.7313383031753498
75_36,51.082574126500006,71.4001733845,51.082529325,51.082618928,71.400101808,71.400244961,374,9.328192047138286,0.9218580773182516
75_37,51.082574126500006,71.4003165375,51.082529325,51.082618928,71.400244961,71.400388114,205,9.796791488220219,0.8041136107470337
75_38,51.082574126500006,71.40045969049999,51.082529325,51.082618928,71.400388114,71.40053126699999,118,6.897154492511194,0.8397396354415918
75_77,51.082574126500006,71.4060426575,51.082529325,51.082618928,71.405971081,71.406114234,62,9.131932487701908,0.6985591442211152
75_189,51.082574126500006,71.4220757935,51.082529325,51.082618928,71.422004217,71.42214737,47,11.699429274495714,0.5860773236210324
75_190,51.082574126500006,71.42221894650001,51.082529325,51.082618928,71.42214737,71.422290523,197,12.453876000246643,0.7165033507870266
75_191,51.082574126500006,71.42236209949999,51.082529325,51.082618928,71.422290523,71.422433676,327,8.350887330454787,0.8870174613633088
75_192,51.082574126500006,71.4225052525,51.082529325,51.082618928,71.422433676,71.422576829,56,7.377572079161014,0.9749490321286958
75_237,51.082574126500006,71.42894713749999,51.082529325,51.082618928,71.428875561,71.429018714,35,7.037270051325117,0.692923922383827
76_20,51.0826637295,71.3978829365,51.082618928,51.082708531,71.39781135999999,71.397954513,57,10.862160735746684,0.5899341691034603
76_21,51.0826637295,71.39802608950001,51.082618928,51.082708531,71.397954513,71.398097666,71,11.785645144124635,0.49366579584273623
76_22,51.0826637295,71.39816924249999,51.082618928,51.082708531,71.398097666,71.398240819,70,11.567409844892229,0.5624383614275726
76_23,51.0826637295,71.3983123955,51.082618928,51.082708531,71.398240819,71.39838397199999,74,11.049293884349513,0.518631198285705
76_24,51.0826637295,71.3984555485,51.082618928,51.082708531,71.39838397199999,71.398527125,64,11.320849547071457,0.540256533145921
76_25,51.0826637295,71.39859870149999,51.082618928,51.082708531,71.398527125,71.398670278,47,10.797415367727078,0.29199471280935296
76_29,51.0826637295,71.3991713135,51.082618928,51.082708531,71.399099737,71.39924289,49,12.551526644754215,0.278131108614852
76_30,51.0826637295,71.39931446649999,51.082618928,51.082708531,71.39924289,71.39938604299999,60,12.43345949619039,0.4430733622964641
76_31,51.0826637295,71.3994576195,51.082618928,51.082708531,71.39938604299999,71.399529196,80,12.714497149957657,0.49102635215228646
76_32,51.0826637295,71.39960077250001,51.082618928,51.082708531,71.399529196,71.399672349,98,11.318047082845387,0.5787875766436612
76_33,51.0826637295,71.39974392549999,51.082618928,51.082708531,71.399672349,71.399815502,59,11.093749119298902,0.5478330658759776
76_34,51.0826637295,71.3998870785,51.082618928,51.082708531,71.399815502,71.39995865499999,44,9.121535706872397,0.5284220386333944
76_35,51.0826637295,71.4000302315,51.082618928,51.082708531,71.39995865499999,71.400101808,73,8.237478304837895,0.8322499946327149
76_36,51.0826637295,71.4001733845,51.082618928,51.082708531,71.400101808,71.400244961,260,9.21884918119228,0.8961384452363543
76_37,51.0826637295,71.4003165375,51.082618928,51.082708531,71.400244961,71.400388114,222,10.940363941734025,0.7931935338361864
76_77,51.0826637295,71.4060426575,51.082618928,51.082708531,71.405971081,71.406114234,66,8.860840870020319,0.7034828066258345
76_190,51.0826637295,71.42221894650001,51.082618928,51.082708531,71.42214737,71.422290523,195,13.15056181639789,0.6100219299328111
76_191,51.0826637295,71.42236209949999,51.082618928,51.082708531,71.422290523,71.422433676,264,7.952905546942627,0.9358979833498544
76_192,51.0826637295,71.4225052525,51.082618928,51.082708531,71.422433676,71.422576829,157,7.105530078325089,0.9679031705225192
76_234,51.0826637295,71.4285176785,51.082618928,51.082708531,71.428446102,71.428589255,42,2.9174678896005637,1.0
77_18,51.082753332500005,71.3975966305,51.082708531,51.082798134,71.397525054,71.397668207,37,11.510159137391787,0.2210280485802294
77_19,51.082753332500005,71.39773978349999,51.082708531,51.082798134,71.397668207,71.39781135999999,70,11.6380910738242,0.493028575609944
77_20,51.082753332500005,71.3978829365,51.082708531,51.082798134,71.39781135999999,71.397954513,36,11.641265351520113,0.24407206677494486
77_21,51.082753332500005,71.39802608950001,51.082708531,51.082798134,71.397954513,71.398097666,44,11.39890749052568,0.2838029652437297
77_25,51.082753332500005,71.39859870149999,51.082708531,51.082798134,71.398527125,71.398670278,48,12.115330471903482,0.29144349303865086
77_26,51.082753332500005,71.3987418545,51.082708531,51.082798134,71.398670278,71.398813431,64,12.991497759327888,0.4860594967321694
77_27,51.082753332500005,71.39888500749998,51.082708531,51.082798134,71.398813431,71.39895658399999,81,12.568339258200563,0.5103258664993213
77_28,51.082753332500005,71.3990281605,51.082708531,51.082798134,71.39895658399999,71.399099737,75,12.435513952648927,0.4636620120148225
77_29,51.082753332500005,71.3991713135,51.082708531,51.082798134,71.399099737,71.39924289,62,12.186904305309174,0.527382915651966
77_36,51.082753332500005,71.4001733845,51.082708531,51.082798134,71.400101808,71.400244961,340,6.36667453430425,1.0
77_37,51.082753332500005,71.4003165375,51.082708531,51.082798134,71.400244961,71.400388114,216,10.934602258068823,0.8148933880849918
77_77,51.082753332500005,71.4060426575,51.082708531,51.082798134,71.405971081,71.406114234,59,8.138648539189173,0.8433497964607806
77_78,51.082753332500005,71.4061858105,51.082708531,51.082798134,71.406114234,71.406257387,62,5.821469739626914,0.9655744561413633
77_190,51.082753332500005,71.42221894650001,51.082708531,51.082798134,71.42214737,71.422290523,180,12.370824705208012,0.6742482935073686
77_191,51.082753332500005,71.42236209949999,51.082708531,51.082798134,71.422290523,71.422433676,295,8.339390781168163,0.95314243936536
77_192,51.082753332500005,71.4225052525,51.082708531,51.082798134,71.422433676,71.422576829,327,5.936106693825389,1.0
78_20,51.0828429355,71.3978829365,51.082798134,51.082887737,71.39781135999999,71.397954513,35,11.801484650041854,0.2646124393187794
78_21,51.0828429355,71.39802608950001,51.082798134,51.082887737,71.397954513,71.398097666,56,12.038885866628375,0.5144946309251528
78_22,51.0828429355,71.39816924249999,51.082798134,51.082887737,71.398097666,71.398240819,82,12.18748263853864,0.5728007696703445
78_23,51.0828429355,71.3983123955,51.082798134,51.082887737,71.398240819,71.39838397199999,81,12.003003232030045,0.4799965493650433
78_24,51.0828429355,71.3984555485,51.082798134,51.082887737,71.39838397199999,71.398527125,69,11.978974748658995,0.4645109216439152
78_25,51.0828429355,71.39859870149999,51.082798134,51.082887737,71.398527125,71.398670278,58,12.274328545053416,0.4777061323018483
78_26,51.0828429355,71.3987418545,51.082798134,51.082887737,71.398670278,71.398813431,36,12.171949200159245,0.35373919926371256
78_36,51.0828429355,71.4001733845,51.082798134,51.082887737,71.400101808,71.400244961,372,5.339478526410408,1.0
78_37,51.0828429355,71.4003165375,51.082798134,51.082887737,71.400244961,71.400388114,321,9.934864946184858,0.8882437031404526
78_77,51.0828429355,71.4060426575,51.082798134,51.082887737,71.405971081,71.406114234,30,7.632792471125285,0.5901582502734944
78_78,51.0828429355,71.4061858105,51.082798134,51.082887737,71.406114234,71.406257387,67,5.912367296698112,0.9824636316193047
78_190,51.0828429355,71.42221894650001,51.082798134,51.082887737,71.42214737,71.422290523,132,12.097683450935536,0.6363268535970299
78_191,51.0828429355,71.42236209949999,51.082798134,51.082887737,71.422290523,71.422433676,247,8.791211348707444,0.9279744162040198
78_192,51.0828429355,71.4225052525,51.082798134,51.082887737,71.422433676,71.422576829,390,6.005378128675985,1.0
79_17,51.0829325385,71.3974534775,51.082887737,51.08297734,71.397381901,71.397525054,45,11.552337676106768,0.33659500044771323
79_18,51.0829325385,71.3975966305,51.082887737,51.08297734,71.397525054,71.397668207,85,11.762010879367605,0.5265574752982003
79_19,51.0829325385,71.39773978349999,51.082887737,51.08297734,71.397668207,71.39781135999999,82,11.249125679931641,0.47113828858003287
79_20,51.0829325385,71.3978829365,51.082887737,51.08297734,71.39781135999999,71.397954513,61,11.417028825583536,0.4605027182716153
79_21,51.0829325385,71.39802608950001,51.082887737,51.08297734,71.397954513,71.398097666,42,11.65972925643921,0.28481597580936313
79_22,51.0829325385,71.39816924249999,51.082887737,51.08297734,71.398097666,71.398240819,31,11.08452294076735,0.326784312131685
79_36,51.0829325385,71.4001733845,51.082887737,51.08297734,71.400101808,71.400244961,273,6.274868049307065,1.0
79_37,51.0829325385,71.4003165375,51.082887737,51.08297734,71.400244961,71.400388114,300,9.352512598420772,0.9322009085668959
79_38,51.0829325385,71.40045969049999,51.082887737,51.08297734,71.400388114,71.40053126699999,75,11.967215097066752,0.6653707042711654
79_78,51.0829325385,71.4061858105,51.082887737,51.08297734,71.406114234,71.406257387,94,6.960785078939921,0.8623524183925542
79_190,51.0829325385,71.42221894650001,51.082887737,51.08297734,71.42214737,71.422290523,78,11.463714341273676,0.7169216345126865
79_191,51.0829325385,71.42236209949999,51.082887737,51.08297734,71.422290523,71.422433676,205,9.360853456571018,0.8785748251925152
79_192,51.0829325385,71.4225052525,51.082887737,51.08297734,71.422433676,71.422576829,431,5.9677943031449585,0.9957192709694
80_36,51.083022141499995,71.4001733845,51.08297734,51.083066943,71.400101808,71.400244961,112,5.93607644651864,1.0
80_37,51.083022141499995,71.4003165375,51.08297734,51.083066943,71.400244961,71.400388114,363,7.648735354017576,1.0
80_38,51.083022141499995,71.40045969049999,51.08297734,51.083066943,71.400388114,71.40053126699999,171,13.32545169480543,0.6678769345740083
80_78,51.083022141499995,71.4061858105,51.08297734,51.083066943,71.406114234,71.406257387,79,8.56446868730207,0.7784902781457255
80_190,51.083022141499995,71.42221894650001,51.08297734,51.083066943,71.42214737,71.422290523,38,10.429338144842447,0.5858250637781122
80_191,51.083022141499995,71.42236209949999,51.08297734,51.083066943,71.422290523,71.422433676,268,10.568922713247588,0.7706718893286206
80_192,51.083022141499995,71.4225052525,51.08297734,51.083066943,71.422433676,71.422576829,458,5.126250435053783,1.0
80_193,51.083022141499995,71.4226484055,51.08297734,51.083066943,71.422576829,71.422719982,245,4.367736536840265,1.0
81_37,51.0831117445,71.4003165375,51.083066943,51.083156546,71.400244961,71.400388114,303,8.508672149770954,0.9556141394224837
81_38,51.0831117445,71.40045969049999,51.083066943,51.083156546,71.400388114,71.40053126699999,216,13.389978955156376,0.6730003071374258
81_78,51.0831117445,71.4061858105,51.083066943,51.083156546,71.406114234,71.406257387,64,9.332591134581566,0.6794430092410335
81_191,51.0831117445,71.42236209949999,51.083066943,51.083156546,71.422290523,71.422433676,209,11.377140877294222,0.6650077937756759
